url,team,ranking,opp,opp_ranking,datetime,stadium,referee,attendance,competition,possession,opp_possession,venue_href,expected_goals_(xg),total_shots,shots_on_target,big_chances,big_chances_missed,accurate_passes,accurate_passes_pc,fouls_committed,corners,shots_off_target,blocked_shots,hit_woodwork,shots_inside_box,shots_outside_box,xg_open_play,xg_set_play,non-penalty_xg,xg_on_target_(xgot),passes,own_half,opposition_half,accurate_long_balls,accurate_long_balls_pc,accurate_crosses,accurate_crosses_pc,throws,touches_in_opposition_box,offsides,yellow_cards,red_cards,tackles_won,tackles_won_pc,interceptions,blocks,clearances,keeper_saves,duels_won,ground_duels_won,ground_duels_won_pc,aerial_duels_won,aerial_duels_won_pc,successful_dribbles,successful_dribbles_pc,conc_expected_goals_(xg),conc_total_shots,conc_shots_on_target,conc_big_chances,conc_big_chances_missed,conc_accurate_passes,conc_accurate_passes_pc,conc_fouls_committed,conc_corners,conc_shots_off_target,conc_blocked_shots,conc_hit_woodwork,conc_shots_inside_box,conc_shots_outside_box,conc_xg_open_play,conc_xg_set_play,conc_non-penalty_xg,conc_xg_on_target_(xgot),conc_passes,conc_own_half,conc_opposition_half,conc_accurate_long_balls,conc_accurate_long_balls_pc,conc_accurate_crosses,conc_accurate_crosses_pc,conc_throws,conc_touches_in_opposition_box,conc_offsides,conc_yellow_cards,conc_red_cards,conc_tackles_won,conc_tackles_won_pc,conc_interceptions,conc_blocks,conc_clearances,conc_keeper_saves,conc_duels_won,conc_ground_duels_won,conc_ground_duels_won_pc,conc_aerial_duels_won,conc_aerial_duels_won_pc,conc_successful_dribbles,conc_successful_dribbles_pc,game_id
https://www.fotmob.com/en-GB/matches/panama-vs-usa/1bj4sz4377207,Panama,43,USA,11,2024-06-27T22:00:00.000Z,Mercedes-Benz Stadium,Iván Arcides Barton Cisneros,"59,145",Copa America Grp. C Round 2,74,26,"https://www.google.com/maps/?q=33.755406,-84.401075",0.77,13,4,1,0,465,86,19,3,2,7,0,6,7,0.71,0.06,0.77,0.93,540,169,296,23,51,6,29,19,27,2,3,1,3,50,4,0,17,2,40,18,40,22,61,8,80,1.08,6,3,1,1,114,59,4,0,3,0,1,6,0,0.75,0.33,1.08,1.22,192,71,43,15,23,4,44,19,13,3,2,1,5,71,7,7,17,2,41,27,60,14,39,3,50,1001
https://www.fotmob.com/en-GB/matches/panama-vs-usa/1bj4sz4377207,USA,11,Panama,43,2024-06-27T22:00:00.000Z,Mercedes-Benz Stadium,Iván Arcides Barton Cisneros,"59,145",Copa America Grp. C Round 2,26,74,"https://www.google.com/maps/?q=33.755406,-84.401075",1.08,6,3,1,1,114,59,4,0,3,0,1,6,0,0.75,0.33,1.08,1.22,192,71,43,15,23,4,44,19,13,3,2,1,5,71,7,7,17,2,41,27,60,14,39,3,50,0.77,13,4,1,0,465,86,19,3,2,7,0,6,7,0.71,0.06,0.77,0.93,540,169,296,23,51,6,29,19,27,2,3,1,3,50,4,0,17,2,40,18,40,22,61,8,80,1001
https://www.fotmob.com/en-GB/matches/peru-vs-argentina/1aju7y4377172,Argentina,1,Peru,31,2024-06-30T00:00:00.000Z,Hard Rock Stadium,César Arturo Ramos Palazuelos,"64,972",Copa America Grp. A Round 3,74,26,"https://www.google.com/maps/?q=25.957919,-80.238841",2.29,12,6,4,2,561,89,11,6,4,2,1,10,2,1.41,0.10,1.50,1.11,627,381,180,26,60,3,30,18,21,3,1,0,12,71,7,1,14,1,48,38,58,10,56,4,36,0.14,6,1,0,0,150,72,20,3,3,2,1,2,4,0.09,0.05,0.14,0.09,209,67,83,13,36,6,46,23,12,1,5,0,10,77,11,2,6,4,35,27,42,8,44,3,21,1002
https://www.fotmob.com/en-GB/matches/peru-vs-argentina/1aju7y4377172,Peru,31,Argentina,1,2024-06-30T00:00:00.000Z,Hard Rock Stadium,César Arturo Ramos Palazuelos,"64,972",Copa America Grp. A Round 3,26,74,"https://www.google.com/maps/?q=25.957919,-80.238841",0.14,6,1,0,0,150,72,20,3,3,2,1,2,4,0.09,0.05,0.14,0.09,209,67,83,13,36,6,46,23,12,1,5,0,10,77,11,2,6,4,35,27,42,8,44,3,21,2.29,12,6,4,2,561,89,11,6,4,2,1,10,2,1.41,0.10,1.50,1.11,627,381,180,26,60,3,30,18,21,3,1,0,12,71,7,1,14,1,48,38,58,10,56,4,36,1002
https://www.fotmob.com/en-GB/matches/bolivia-vs-panama/14w19a4377208,Bolivia,84,Panama,43,2024-07-02T01:00:00.000Z,Inter&Co Stadium,Edina Alves Batista,"16,129",Copa America Grp. C Round 3,51,49,"https://www.google.com/maps/?q=28.541118,-81.389311",0.72,7,4,2,1,373,83,17,2,2,1,0,5,2,0.72,0.00,0.72,0.94,447,260,113,21,44,2,33,17,11,4,2,0,10,67,8,2,21,3,44,28,38,16,55,6,55,1.23,13,6,2,1,336,82,8,1,5,2,0,10,3,1.20,0.03,1.23,2.14,409,180,156,39,57,3,16,17,24,0,1,0,10,67,10,2,12,2,58,45,62,13,45,14,82,1003
https://www.fotmob.com/en-GB/matches/bolivia-vs-panama/14w19a4377208,Panama,43,Bolivia,84,2024-07-02T01:00:00.000Z,Inter&Co Stadium,Edina Alves Batista,"16,129",Copa America Grp. C Round 3,49,51,"https://www.google.com/maps/?q=28.541118,-81.389311",1.23,13,6,2,1,336,82,8,1,5,2,0,10,3,1.20,0.03,1.23,2.14,409,180,156,39,57,3,16,17,24,0,1,0,10,67,10,2,12,2,58,45,62,13,45,14,82,0.72,7,4,2,1,373,83,17,2,2,1,0,5,2,0.72,0.00,0.72,0.94,447,260,113,21,44,2,33,17,11,4,2,0,10,67,8,2,21,3,44,28,38,16,55,6,55,1003
https://www.fotmob.com/en-GB/matches/spain-vs-italy/1ub88q2767870,Italy,10,Spain,8,2021-07-06T19:00:00.000Z,Wembley Stadium,Felix Brych,"57,811",EURO Semi-final 2020,30,70,"https://www.google.com/maps/?q=51.555855,-0.279593",0.56,7,4,1,1,287,74,17,1,2,1,1,5,2,0.56,0.00,0.56,1.32,387,194,93,23,37,0,0,28,,8,2,0,8,47,24,5,21,3,46,36,49,10,50,2,25,1.62,16,5,3,2,805,89,18,6,7,4,0,7,9,1.49,0.13,1.62,1.46,908,395,410,39,60,1,5,22,,1,1,0,12,80,13,1,11,3,48,38,51,10,50,6,75,1004
https://www.fotmob.com/en-GB/matches/spain-vs-italy/1ub88q2767870,Spain,8,Italy,10,2021-07-06T19:00:00.000Z,Wembley Stadium,Felix Brych,"57,811",EURO Semi-final 2020,70,30,"https://www.google.com/maps/?q=51.555855,-0.279593",1.62,16,5,3,2,805,89,18,6,7,4,0,7,9,1.49,0.13,1.62,1.46,908,395,410,39,60,1,5,22,,1,1,0,12,80,13,1,11,3,48,38,51,10,50,6,75,0.56,7,4,1,1,287,74,17,1,2,1,1,5,2,0.56,0.00,0.56,1.32,387,194,93,23,37,0,0,28,,8,2,0,8,47,24,5,21,3,46,36,49,10,50,2,25,1004
https://www.fotmob.com/en-GB/matches/sweden-vs-poland/2exnfc3230666,Sweden,28,Poland,26,2021-06-23T16:00:00.000Z,Saint-Petersburg Stadium,Michael Oliver,"14,252",EURO Grp. E Round 3 2020,33,67,"https://www.google.com/maps/?q=59.972956,30.220755",1.06,11,4,2,0,141,56,13,6,4,3,0,6,5,1.00,0.06,1.06,1.86,252,52,89,14,20,2,15,23,,0,1,0,7,58,9,6,42,4,55,30,54,25,41,6,67,2.03,18,6,3,2,387,80,13,10,6,6,2,10,8,1.37,0.66,2.03,2.52,482,192,195,25,45,9,19,25,,1,2,0,4,44,8,3,20,1,62,26,46,36,59,6,50,1005
https://www.fotmob.com/en-GB/matches/sweden-vs-poland/2exnfc3230666,Poland,26,Sweden,28,2021-06-23T16:00:00.000Z,Saint-Petersburg Stadium,Michael Oliver,"14,252",EURO Grp. E Round 3 2020,67,33,"https://www.google.com/maps/?q=59.972956,30.220755",2.03,18,6,3,2,387,80,13,10,6,6,2,10,8,1.37,0.66,2.03,2.52,482,192,195,25,45,9,19,25,,1,2,0,4,44,8,3,20,1,62,26,46,36,59,6,50,1.06,11,4,2,0,141,56,13,6,4,3,0,6,5,1.00,0.06,1.06,1.86,252,52,89,14,20,2,15,23,,0,1,0,7,58,9,6,42,4,55,30,54,25,41,6,67,1005
https://www.fotmob.com/en-GB/matches/italy-vs-austria/28ni3l2767768,Italy,10,Austria,25,2021-06-26T19:00:00.000Z,Wembley Stadium,Anthony Taylor,"18,910",EURO Round of 16 2020,52,48,"https://www.google.com/maps/?q=51.555855,-0.279593",1.43,27,6,2,0,579,87,10,4,12,9,1,16,11,1.20,0.23,1.43,2.20,668,233,346,44,68,4,33,28,,4,2,0,12,67,14,4,21,2,77,56,51,21,48,16,47,0.76,16,3,0,0,500,81,22,3,9,4,0,7,9,0.45,0.31,0.76,0.24,621,262,238,34,46,4,29,33,,2,3,0,19,58,16,9,18,4,77,54,49,23,52,11,79,1006
https://www.fotmob.com/en-GB/matches/italy-vs-austria/28ni3l2767768,Austria,25,Italy,10,2021-06-26T19:00:00.000Z,Wembley Stadium,Anthony Taylor,"18,910",EURO Round of 16 2020,48,52,"https://www.google.com/maps/?q=51.555855,-0.279593",0.76,16,3,0,0,500,81,22,3,9,4,0,7,9,0.45,0.31,0.76,0.24,621,262,238,34,46,4,29,33,,2,3,0,19,58,16,9,18,4,77,54,49,23,52,11,79,1.43,27,6,2,0,579,87,10,4,12,9,1,16,11,1.20,0.23,1.43,2.20,668,233,346,44,68,4,33,28,,4,2,0,12,67,14,4,21,2,77,56,51,21,48,16,47,1006
https://www.fotmob.com/en-GB/matches/switzerland-vs-france/1hs39f2767773,France,2,Switzerland,19,2021-06-28T19:00:00.000Z,Arena Naţională,Fernando Rapallini,"22,642",EURO Round of 16 2020,54,46,"https://www.google.com/maps/?q=44.437208,26.152498",3.11,26,8,5,3,555,89,14,8,12,6,1,13,13,2.83,0.28,3.11,3.64,623,239,316,32,64,2,8,21,,1,3,0,11,65,14,2,22,2,67,49,54,18,56,20,69,1.43,12,5,2,1,453,85,13,5,4,3,0,7,5,0.97,0.46,1.43,2.71,534,214,239,32,64,5,33,24,,1,4,0,8,38,11,5,33,5,55,41,46,14,44,8,50,1007
https://www.fotmob.com/en-GB/matches/switzerland-vs-france/1hs39f2767773,Switzerland,19,France,2,2021-06-28T19:00:00.000Z,Arena Naţională,Fernando Rapallini,"22,642",EURO Round of 16 2020,46,54,"https://www.google.com/maps/?q=44.437208,26.152498",1.43,12,5,2,1,453,85,13,5,4,3,0,7,5,0.97,0.46,1.43,2.71,534,214,239,32,64,5,33,24,,1,4,0,8,38,11,5,33,5,55,41,46,14,44,8,50,3.11,26,8,5,3,555,89,14,8,12,6,1,13,13,2.83,0.28,3.11,3.64,623,239,316,32,64,2,8,21,,1,3,0,11,65,14,2,22,2,67,49,54,18,56,20,69,1007
https://www.fotmob.com/en-GB/matches/wales-vs-italy/1mb07n3230642,Italy,10,Wales,29,2021-06-20T16:00:00.000Z,Stadio Olimpico,Ovidiu Hategan,"11,541",EURO Grp. A Round 3 2020,69,31,"https://www.google.com/maps/?q=41.933948,12.454757",1.55,23,6,2,2,545,92,14,7,11,6,1,14,9,1.41,0.14,1.55,1.29,595,246,299,25,69,8,44,23,,3,1,0,7,58,4,0,7,1,47,33,55,14,58,10,71,0.35,3,1,2,2,198,75,12,1,2,0,0,3,0,0.00,0.35,0.35,0.02,264,119,79,22,37,1,50,10,,0,2,1,3,27,8,6,14,5,37,27,45,10,42,2,50,1008
https://www.fotmob.com/en-GB/matches/wales-vs-italy/1mb07n3230642,Wales,29,Italy,10,2021-06-20T16:00:00.000Z,Stadio Olimpico,Ovidiu Hategan,"11,541",EURO Grp. A Round 3 2020,31,69,"https://www.google.com/maps/?q=41.933948,12.454757",0.35,3,1,2,2,198,75,12,1,2,0,0,3,0,0.00,0.35,0.35,0.02,264,119,79,22,37,1,50,10,,0,2,1,3,27,8,6,14,5,37,27,45,10,42,2,50,1.55,23,6,2,2,545,92,14,7,11,6,1,14,9,1.41,0.14,1.55,1.29,595,246,299,25,69,8,44,23,,3,1,0,7,58,4,0,7,1,47,33,55,14,58,10,71,1008
https://www.fotmob.com/en-GB/matches/finland-vs-belgium/25hza43230648,Finland,63,Belgium,3,2021-06-21T19:00:00.000Z,Saint-Petersburg Stadium,Felix Brych,"18,545",EURO Grp. B Round 3 2020,40,60,"https://www.google.com/maps/?q=59.972956,30.220755",0.28,7,1,0,0,377,84,6,0,1,5,0,4,3,0.27,0.00,0.28,0.02,451,253,124,26,46,2,33,7,,0,0,0,5,50,16,3,32,7,32,28,44,4,22,8,53,1.34,17,7,2,2,613,90,10,5,7,3,1,12,5,1.20,0.14,1.34,1.19,683,200,413,25,74,5,28,21,,2,0,0,5,29,3,5,10,1,49,35,56,14,78,12,71,1009
https://www.fotmob.com/en-GB/matches/finland-vs-belgium/25hza43230648,Belgium,3,Finland,63,2021-06-21T19:00:00.000Z,Saint-Petersburg Stadium,Felix Brych,"18,545",EURO Grp. B Round 3 2020,60,40,"https://www.google.com/maps/?q=59.972956,30.220755",1.34,17,7,2,2,613,90,10,5,7,3,1,12,5,1.20,0.14,1.34,1.19,683,200,413,25,74,5,28,21,,2,0,0,5,29,3,5,10,1,49,35,56,14,78,12,71,0.28,7,1,0,0,377,84,6,0,1,5,0,4,3,0.27,0.00,0.28,0.02,451,253,124,26,46,2,33,7,,0,0,0,5,50,16,3,32,7,32,28,44,4,22,8,53,1009
https://www.fotmob.com/en-GB/matches/portugal-vs-hungary/2dalhi3230667,Hungary,27,Portugal,6,2021-06-15T16:00:00.000Z,Puskás Aréna,Cuneyt Cakir,"55,662",EURO Grp. F Round 1 2020,30,70,"https://www.google.com/maps/?q=47.503076,19.098165",0.19,5,3,0,0,221,75,10,0,2,0,0,2,3,0.16,0.02,0.19,0.15,293,158,63,24,41,4,44,16,,2,2,0,8,57,15,0,26,4,54,43,48,11,48,14,56,1.96,11,7,3,1,594,89,15,6,4,0,0,9,2,1.76,0.20,1.96,2.94,671,216,378,54,72,4,15,19,,1,1,0,19,63,2,0,7,3,59,47,52,12,52,7,39,1010
https://www.fotmob.com/en-GB/matches/portugal-vs-hungary/2dalhi3230667,Portugal,6,Hungary,27,2021-06-15T16:00:00.000Z,Puskás Aréna,Cuneyt Cakir,"55,662",EURO Grp. F Round 1 2020,70,30,"https://www.google.com/maps/?q=47.503076,19.098165",1.96,11,7,3,1,594,89,15,6,4,0,0,9,2,1.76,0.20,1.96,2.94,671,216,378,54,72,4,15,19,,1,1,0,19,63,2,0,7,3,59,47,52,12,52,7,39,0.19,5,3,0,0,221,75,10,0,2,0,0,2,3,0.16,0.02,0.19,0.15,293,158,63,24,41,4,44,16,,2,2,0,8,57,15,0,26,4,54,43,48,11,48,14,56,1010
https://www.fotmob.com/en-GB/matches/switzerland-vs-italy/1ua9p53230640,Italy,10,Switzerland,19,2021-06-16T19:00:00.000Z,Stadio Olimpico,Sergei Karasev,"12,445",EURO Grp. A Round 2 2020,49,51,"https://www.google.com/maps/?q=41.933948,12.454757",1.98,13,3,5,4,451,86,10,3,7,3,0,8,5,1.98,0.64,1.98,1.64,527,228,223,26,44,2,25,11,,2,0,0,8,67,18,1,10,1,32,27,47,5,31,4,36,0.21,6,1,0,0,472,87,12,2,4,1,0,2,4,0.17,0.05,0.21,0.04,543,266,206,24,56,2,18,15,,4,2,0,8,57,14,3,20,0,42,31,53,11,69,8,57,1011
https://www.fotmob.com/en-GB/matches/switzerland-vs-italy/1ua9p53230640,Switzerland,19,Italy,10,2021-06-16T19:00:00.000Z,Stadio Olimpico,Sergei Karasev,"12,445",EURO Grp. A Round 2 2020,51,49,"https://www.google.com/maps/?q=41.933948,12.454757",0.21,6,1,0,0,472,87,12,2,4,1,0,2,4,0.17,0.05,0.21,0.04,543,266,206,24,56,2,18,15,,4,2,0,8,57,14,3,20,0,42,31,53,11,69,8,57,1.98,13,3,5,4,451,86,10,3,7,3,0,8,5,1.98,0.64,1.98,1.64,527,228,223,26,44,2,25,11,,2,0,0,8,67,18,1,10,1,32,27,47,5,31,4,36,1011
https://www.fotmob.com/en-GB/matches/slovakia-vs-sweden/2e7p5p3230664,Sweden,28,Slovakia,45,2021-06-18T13:00:00.000Z,Saint-Petersburg Stadium,Daniel Siebert,"11,525",EURO Grp. E Round 2 2020,42,58,"https://www.google.com/maps/?q=59.972956,30.220755",0.89,13,4,2,1,361,84,16,7,5,4,0,8,5,0.54,0.35,0.89,1.73,432,167,194,16,39,5,23,16,,1,1,0,4,40,6,5,23,0,49,30,47,19,40,14,78,0.50,10,0,0,0,537,88,7,6,5,5,0,7,3,0.14,0.35,0.50,0.00,609,352,185,29,56,5,24,14,,3,3,0,8,80,4,4,21,3,62,34,53,28,60,9,53,1012
https://www.fotmob.com/en-GB/matches/slovakia-vs-sweden/2e7p5p3230664,Slovakia,45,Sweden,28,2021-06-18T13:00:00.000Z,Saint-Petersburg Stadium,Daniel Siebert,"11,525",EURO Grp. E Round 2 2020,58,42,"https://www.google.com/maps/?q=59.972956,30.220755",0.50,10,0,0,0,537,88,7,6,5,5,0,7,3,0.14,0.35,0.50,0.00,609,352,185,29,56,5,24,14,,3,3,0,8,80,4,4,21,3,62,34,53,28,60,9,53,0.89,13,4,2,1,361,84,16,7,5,4,0,8,5,0.54,0.35,0.89,1.73,432,167,194,16,39,5,23,16,,1,1,0,4,40,6,5,23,0,49,30,47,19,40,14,78,1012
https://www.fotmob.com/en-GB/matches/wales-vs-switzerland/1akn6f3230638,Wales,29,Switzerland,19,2021-06-12T13:00:00.000Z,Bakı Olimpiya Stadionu,Clement Turpin,"8,782",EURO Grp. A Round 1 2020,36,64,"https://www.google.com/maps/?q=40.429913,49.919627",0.47,9,2,0,0,232,82,6,4,1,6,0,7,2,0.29,0.18,0.47,0.49,283,121,111,26,55,5,28,11,,0,1,0,3,43,9,6,28,3,35,18,44,17,47,2,40,1.53,18,4,4,3,458,88,9,12,7,7,0,12,6,0.96,0.57,1.53,1.39,519,256,202,21,53,9,36,17,,4,2,0,8,73,6,6,10,1,42,23,56,19,53,8,67,1013
https://www.fotmob.com/en-GB/matches/wales-vs-switzerland/1akn6f3230638,Switzerland,19,Wales,29,2021-06-12T13:00:00.000Z,Bakı Olimpiya Stadionu,Clement Turpin,"8,782",EURO Grp. A Round 1 2020,64,36,"https://www.google.com/maps/?q=40.429913,49.919627",1.53,18,4,4,3,458,88,9,12,7,7,0,12,6,0.96,0.57,1.53,1.39,519,256,202,21,53,9,36,17,,4,2,0,8,73,6,6,10,1,42,23,56,19,53,8,67,0.47,9,2,0,0,232,82,6,4,1,6,0,7,2,0.29,0.18,0.47,0.49,283,121,111,26,55,5,28,11,,0,1,0,3,43,9,6,28,3,35,18,44,17,47,2,40,1013
https://www.fotmob.com/en-GB/matches/austria-vs-north-macedonia/297aiy3230650,Austria,25,North Macedonia,71,2021-06-13T16:00:00.000Z,Arena Naţională,Andreas Ekberg,"9,082",EURO Grp. C Round 1 2020,63,37,"https://www.google.com/maps/?q=44.437208,26.152498",1.47,10,6,5,2,466,84,13,4,2,2,0,7,3,1.43,0.03,1.47,3.16,556,223,243,39,62,6,33,29,,1,1,0,13,72,8,2,6,1,57,39,48,18,56,6,30,0.79,7,2,1,0,241,72,16,0,3,2,0,5,2,0.79,0.00,0.79,0.52,333,140,101,30,47,1,25,28,,0,2,0,11,50,8,1,19,3,57,43,52,14,44,7,54,1014
https://www.fotmob.com/en-GB/matches/austria-vs-north-macedonia/297aiy3230650,North Macedonia,71,Austria,25,2021-06-13T16:00:00.000Z,Arena Naţională,Andreas Ekberg,"9,082",EURO Grp. C Round 1 2020,37,63,"https://www.google.com/maps/?q=44.437208,26.152498",0.79,7,2,1,0,241,72,16,0,3,2,0,5,2,0.79,0.00,0.79,0.52,333,140,101,30,47,1,25,28,,0,2,0,11,50,8,1,19,3,57,43,52,14,44,7,54,1.47,10,6,5,2,466,84,13,4,2,2,0,7,3,1.43,0.03,1.47,3.16,556,223,243,39,62,6,33,29,,1,1,0,13,72,8,2,6,1,57,39,48,18,56,6,30,1014
https://www.fotmob.com/en-GB/matches/spain-vs-sweden/1x5e0c3230661,Spain,8,Sweden,28,2021-06-14T19:00:00.000Z,Estadio Olímpico de Sevilla,Slavko Vincic,"10,559",EURO Grp. E Round 1 2020,85,15,"https://www.google.com/maps/?q=37.417209,-6.004661",2.08,17,5,5,5,829,90,7,6,8,4,0,11,6,1.95,0.13,2.08,1.41,917,262,567,44,86,7,24,17,,2,0,0,7,58,3,2,6,0,45,29,67,16,55,6,67,0.82,4,1,2,2,89,55,11,1,2,1,0,2,2,0.77,0.04,0.82,0.00,162,57,32,11,20,0,0,16,,1,1,0,2,40,21,4,37,5,27,14,33,13,45,3,38,1015
https://www.fotmob.com/en-GB/matches/spain-vs-sweden/1x5e0c3230661,Sweden,28,Spain,8,2021-06-14T19:00:00.000Z,Estadio Olímpico de Sevilla,Slavko Vincic,"10,559",EURO Grp. E Round 1 2020,15,85,"https://www.google.com/maps/?q=37.417209,-6.004661",0.82,4,1,2,2,89,55,11,1,2,1,0,2,2,0.77,0.04,0.82,0.00,162,57,32,11,20,0,0,16,,1,1,0,2,40,21,4,37,5,27,14,33,13,45,3,38,2.08,17,5,5,5,829,90,7,6,8,4,0,11,6,1.95,0.13,2.08,1.41,917,262,567,44,86,7,24,17,,2,0,0,7,58,3,2,6,0,45,29,67,16,55,6,67,1015
https://www.fotmob.com/en-GB/matches/jamaica-vs-mexico/1an2284377175,Mexico,15,Jamaica,53,2024-06-23T01:00:00.000Z,NRG Stadium,Ismail Elfath,"53,763",Copa America Grp. B Round 1,61,39,"https://www.google.com/maps/?q=29.684828,-95.410938",0.97,20,9,1,1,426,82,8,7,6,5,0,9,11,0.68,0.29,0.97,1.62,520,190,236,18,32,5,23,22,30,1,0,0,11,61,11,3,30,4,53,31,46,22,48,6,33,0.51,13,4,0,0,234,74,7,6,5,4,0,3,10,0.32,0.19,0.51,0.34,318,143,91,24,38,5,26,21,15,3,0,0,13,68,10,5,35,8,61,37,54,24,52,10,67,1016
https://www.fotmob.com/en-GB/matches/jamaica-vs-mexico/1an2284377175,Jamaica,53,Mexico,15,2024-06-23T01:00:00.000Z,NRG Stadium,Ismail Elfath,"53,763",Copa America Grp. B Round 1,39,61,"https://www.google.com/maps/?q=29.684828,-95.410938",0.51,13,4,0,0,234,74,7,6,5,4,0,3,10,0.32,0.19,0.51,0.34,318,143,91,24,38,5,26,21,15,3,0,0,13,68,10,5,35,8,61,37,54,24,52,10,67,0.97,20,9,1,1,426,82,8,7,6,5,0,9,11,0.68,0.29,0.97,1.62,520,190,236,18,32,5,23,22,30,1,0,0,11,61,11,3,30,4,53,31,46,22,48,6,33,1016
https://www.fotmob.com/en-GB/matches/costa-rica-vs-brazil/1un2w94407876,Brazil,4,Costa Rica,52,2024-06-25T01:00:00.000Z,SoFi Stadium,César Arturo Ramos Palazuelos,"67,158",Copa America Grp. D Round 1,74,26,"https://www.google.com/maps/?q=33.953425,-118.338948",1.71,19,3,1,1,630,91,13,9,12,4,1,14,5,1.56,0.15,1.71,0.97,695,220,410,39,75,5,17,19,50,3,1,0,18,69,7,2,7,0,57,47,56,10,59,11,58,0.03,2,0,0,0,185,74,10,1,0,2,0,0,2,0.03,0.01,0.03,0.00,249,136,49,15,29,1,14,6,2,0,2,0,9,47,8,4,34,4,44,37,44,7,41,6,33,1017
https://www.fotmob.com/en-GB/matches/costa-rica-vs-brazil/1un2w94407876,Costa Rica,52,Brazil,4,2024-06-25T01:00:00.000Z,SoFi Stadium,César Arturo Ramos Palazuelos,"67,158",Copa America Grp. D Round 1,26,74,"https://www.google.com/maps/?q=33.953425,-118.338948",0.03,2,0,0,0,185,74,10,1,0,2,0,0,2,0.03,0.01,0.03,0.00,249,136,49,15,29,1,14,6,2,0,2,0,9,47,8,4,34,4,44,37,44,7,41,6,33,1.71,19,3,1,1,630,91,13,9,12,4,1,14,5,1.56,0.15,1.71,0.97,695,220,410,39,75,5,17,19,50,3,1,0,18,69,7,2,7,0,57,47,56,10,59,11,58,1017
https://www.fotmob.com/en-GB/matches/brazil-vs-colombia/296xs54377212,Brazil,4,Colombia,12,2024-07-03T01:00:00.000Z,Levi's Stadium,Jesús Valenzuela Sáez,"70,971",Copa America Grp. D Round 3,51,49,"https://www.google.com/maps/?q=37.403228,-121.969776",0.29,7,3,0,0,343,81,14,6,2,2,0,1,6,0.14,0.16,0.29,0.79,422,241,102,31,50,1,10,15,22,1,3,0,21,72,10,1,17,5,64,53,54,11,55,7,44,1.45,13,6,3,2,337,84,19,5,6,1,1,8,5,1.04,0.41,1.45,0.91,401,179,158,8,24,4,25,21,18,2,2,0,15,68,7,2,16,2,54,45,46,9,45,10,42,1018
https://www.fotmob.com/en-GB/matches/brazil-vs-colombia/296xs54377212,Colombia,12,Brazil,4,2024-07-03T01:00:00.000Z,Levi's Stadium,Jesús Valenzuela Sáez,"70,971",Copa America Grp. D Round 3,49,51,"https://www.google.com/maps/?q=37.403228,-121.969776",1.45,13,6,3,2,337,84,19,5,6,1,1,8,5,1.04,0.41,1.45,0.91,401,179,158,8,24,4,25,21,18,2,2,0,15,68,7,2,16,2,54,45,46,9,45,10,42,0.29,7,3,0,0,343,81,14,6,2,2,0,1,6,0.14,0.16,0.29,0.79,422,241,102,31,50,1,10,15,22,1,3,0,21,72,10,1,17,5,64,53,54,11,55,7,44,1018
https://www.fotmob.com/en-GB/matches/uruguay-vs-bolivia/140jw24377206,Uruguay,14,Bolivia,84,2024-06-28T01:00:00.000Z,MetLife Stadium,Juan Gabriel Benítez,"48,033",Copa America Grp. C Round 2,60,40,"https://www.google.com/maps/?q=40.813553,-74.074368",2.93,18,9,8,4,413,85,12,4,4,5,1,15,3,1.58,1.35,2.93,3.89,485,165,248,37,71,7,37,22,43,3,0,0,27,77,7,1,8,1,80,63,61,17,63,16,50,0.06,4,1,0,0,269,81,14,3,2,1,0,2,2,0.02,0.04,0.06,0.04,331,209,60,17,37,3,38,20,4,0,1,0,13,57,8,5,20,4,50,40,39,10,37,7,37,1019
https://www.fotmob.com/en-GB/matches/uruguay-vs-bolivia/140jw24377206,Bolivia,84,Uruguay,14,2024-06-28T01:00:00.000Z,MetLife Stadium,Juan Gabriel Benítez,"48,033",Copa America Grp. C Round 2,40,60,"https://www.google.com/maps/?q=40.813553,-74.074368",0.06,4,1,0,0,269,81,14,3,2,1,0,2,2,0.02,0.04,0.06,0.04,331,209,60,17,37,3,38,20,4,0,1,0,13,57,8,5,20,4,50,40,39,10,37,7,37,2.93,18,9,8,4,413,85,12,4,4,5,1,15,3,1.58,1.35,2.93,3.89,485,165,248,37,71,7,37,22,43,3,0,0,27,77,7,1,8,1,80,63,61,17,63,16,50,1019
https://www.fotmob.com/en-GB/matches/canada-vs-chile/2071p04407862,Canada,48,Chile,40,2024-06-30T00:00:00.000Z,Inter&Co Stadium,Wilmar Alexander Roldán Pérez,"24,481",Copa America Grp. A Round 3,57,43,"https://www.google.com/maps/?q=28.541118,-81.389311",1.08,9,3,2,2,342,83,15,8,3,3,0,7,2,0.94,0.14,1.08,0.49,414,165,177,14,37,2,10,19,28,2,5,0,10,48,10,2,30,4,55,37,42,18,46,8,38,0.54,8,4,1,1,223,72,8,4,2,2,0,5,3,0.12,0.42,0.54,0.79,310,138,85,29,49,4,25,29,19,1,0,1,16,62,5,3,28,3,73,52,58,21,54,13,50,1020
