Season,HomeTeam,AwayTeam,FTHG,FTAG,DateTime
2021-22,Man United,Brighton,2,0,2022-02-15 20:15:00+00:00
2021-22,West Ham,Newcastle,1,1,2022-02-19 12:30:00+00:00
2021-22,Arsenal,Brentford,2,1,2022-02-19 15:00:00+00:00
2021-22,Aston Villa,Watford,0,1,2022-02-19 15:00:00+00:00
2021-22,Brighton,Burnley,0,3,2022-02-19 15:00:00+00:00
2021-22,Crystal Palace,Chelsea,0,1,2022-02-19 15:00:00+00:00
2021-22,Liverpool,Norwich,3,1,2022-02-19 15:00:00+00:00
2021-22,Southampton,Everton,2,0,2022-02-19 15:00:00+00:00
2021-22,Man City,Tottenham,2,3,2022-02-19 17:30:00+00:00
2021-22,Leeds,Man United,2,4,2022-02-20 14:00:00+00:00
2021-22,Wolves,Leicester,2,1,2022-02-20 16:30:00+00:00
2021-22,Burnley,Tottenham,1,0,2022-02-23 19:30:00+00:00
2021-22,Watford,Crystal Palace,1,4,2022-02-23 19:30:00+00:00
2021-22,Liverpool,Leeds,6,0,2022-02-23 19:45:00+00:00
2021-22,Arsenal,Wolves,2,1,2022-02-24 19:45:00+00:00
2021-22,Southampton,Norwich,2,0,2022-02-25 20:00:00+00:00
2021-22,Leeds,Tottenham,0,4,2022-02-26 12:30:00+00:00
2021-22,Brentford,Newcastle,0,2,2022-02-26 15:00:00+00:00
2021-22,Crystal Palace,Burnley,1,1,2022-02-26 15:00:00+00:00
2021-22,Man United,Watford,0,0,2022-02-26 15:00:00+00:00
2021-22,Brighton,Aston Villa,0,2,2022-02-26 15:30:00+00:00
2021-22,Everton,Man City,0,1,2022-02-26 17:30:00+00:00
2021-22,West Ham,Wolves,1,0,2022-02-27 14:00:00+00:00
2021-22,Burnley,Leicester,0,2,2022-03-01 19:45:00+00:00
2021-22,Leicester,Leeds,1,0,2022-03-05 12:30:00+00:00
2021-22,Aston Villa,Southampton,4,0,2022-03-05 15:00:00+00:00
2021-22,Burnley,Chelsea,0,4,2022-03-05 15:00:00+00:00
2021-22,Newcastle,Brighton,2,1,2022-03-05 15:00:00+00:00
2021-22,Norwich,Brentford,1,3,2022-03-05 15:00:00+00:00
2021-22,Wolves,Crystal Palace,0,2,2022-03-05 15:00:00+00:00
2021-22,Liverpool,West Ham,1,0,2022-03-05 17:30:00+00:00
2021-22,Watford,Arsenal,2,3,2022-03-06 14:00:00+00:00
2021-22,Man City,Man United,4,1,2022-03-06 16:30:00+00:00
2021-22,Tottenham,Everton,5,0,2022-03-07 20:00:00+00:00
2021-22,Norwich,Chelsea,1,3,2022-03-10 19:30:00+00:00
2021-22,Southampton,Newcastle,1,2,2022-03-10 19:30:00+00:00
2021-22,Wolves,Watford,4,0,2022-03-10 19:30:00+00:00
2021-22,Leeds,Aston Villa,0,3,2022-03-10 19:45:00+00:00
2021-22,Brighton,Liverpool,0,2,2022-03-12 12:30:00+00:00
2021-22,Brentford,Burnley,2,0,2022-03-12 15:00:00+00:00
2021-22,Man United,Tottenham,3,2,2022-03-12 17:30:00+00:00
2021-22,Chelsea,Newcastle,1,0,2022-03-13 14:00:00+00:00
2021-22,Everton,Wolves,0,1,2022-03-13 14:00:00+00:00
2021-22,Leeds,Norwich,2,1,2022-03-13 14:00:00+00:00
2021-22,Southampton,Watford,1,2,2022-03-13 14:00:00+00:00
2021-22,West Ham,Aston Villa,2,1,2022-03-13 14:00:00+00:00
2021-22,Arsenal,Leicester,2,0,2022-03-13 16:30:00+00:00
2021-22,Crystal Palace,Man City,0,0,2022-03-14 20:00:00+00:00
2021-22,Brighton,Tottenham,0,2,2022-03-16 19:30:00+00:00
2021-22,Arsenal,Liverpool,0,2,2022-03-16 20:15:00+00:00
2021-22,Everton,Newcastle,1,0,2022-03-17 19:45:00+00:00
2021-22,Wolves,Leeds,2,3,2022-03-18 20:00:00+00:00
2021-22,Aston Villa,Arsenal,0,1,2022-03-19 12:30:00+00:00
2021-22,Leicester,Brentford,2,1,2022-03-20 14:00:00+00:00
2021-22,Tottenham,West Ham,3,1,2022-03-20 16:30:00+00:00
2021-22,Liverpool,Watford,2,0,2022-04-02 12:30:00+00:00
2021-22,Brighton,Norwich,0,0,2022-04-02 15:00:00+00:00
2021-22,Burnley,Man City,0,2,2022-04-02 15:00:00+00:00
2021-22,Chelsea,Brentford,1,4,2022-04-02 15:00:00+00:00
2021-22,Leeds,Southampton,1,1,2022-04-02 15:00:00+00:00
2021-22,Wolves,Aston Villa,2,1,2022-04-02 15:00:00+00:00
2021-22,Man United,Leicester,1,1,2022-04-02 17:30:00+00:00
2021-22,West Ham,Everton,2,1,2022-04-03 14:00:00+00:00
2021-22,Tottenham,Newcastle,5,1,2022-04-03 16:30:00+00:00
2021-22,Crystal Palace,Arsenal,3,0,2022-04-04 20:00:00+00:00
2021-22,Burnley,Everton,3,2,2022-04-06 19:30:00+00:00
2021-22,Newcastle,Wolves,1,0,2022-04-08 20:00:00+00:00
2021-22,Everton,Man United,1,0,2022-04-09 12:30:00+00:00
2021-22,Arsenal,Brighton,1,2,2022-04-09 15:00:00+00:00
2021-22,Southampton,Chelsea,0,6,2022-04-09 15:00:00+00:00
2021-22,Watford,Leeds,0,3,2022-04-09 15:00:00+00:00
2021-22,Aston Villa,Tottenham,0,4,2022-04-09 17:30:00+00:00
2021-22,Brentford,West Ham,2,0,2022-04-10 14:00:00+00:00
2021-22,Leicester,Crystal Palace,2,1,2022-04-10 14:00:00+00:00
2021-22,Norwich,Burnley,2,0,2022-04-10 14:00:00+00:00
2021-22,Man City,Liverpool,2,2,2022-04-10 16:30:00+00:00
