team,datetime,competition,ranking,possession,total_shots,shots_on_target,big_chances,accurate_passes,accurate_passes_pc,fouls_committed,corners,blocked_shots,shots_inside_box,shots_outside_box,passes,passes_own_half,passes_opp_half,accurate_long_balls,accurate_long_balls_pc,accurate_crosses,accurate_crosses_pc,throws,offsides,yellow_cards,red_cards,tackles_won,tackles_won_pc,interceptions,blocks,clearances,keeper_saves,duels_won,ground_duels_won,ground_duels_won_pc,aerial_duels_won,aerial_duels_won_pc,successful_dribbles,successful_dribbles_pc,game_id,touches_in_opposition_box,opp,tournament
Uruguay,2018-07-06 14:00:00+00:00,World Cup,2,61.0,11.0,2.0,0.0,418.0,81.0,15.0,3.0,1.0,3.0,8.0,518.0,162.0,256.0,36.0,52.0,4.0,24.0,24.0,0.0,2.0,0.0,10.0,63.0,12.0,1.0,45.0,4.0,79.0,45.0,52.0,34.0,60.0,13.0,54.0,1108,13.0,France,1
Belgium,2018-07-06 18:00:00+00:00,World Cup,5,58.0,27.0,9.0,2.0,462.0,89.0,14.0,8.0,11.0,16.0,11.0,520.0,200.0,262.0,28.0,78.0,6.0,25.0,14.0,1.0,2.0,0.0,9.0,69.0,19.0,2.0,6.0,2.0,47.0,35.0,44.0,12.0,40.0,9.0,64.0,1109,53.0,Brazil,1
Brazil,2018-07-06 18:00:00+00:00,World Cup,3,42.0,9.0,3.0,0.0,303.0,81.0,16.0,4.0,2.0,4.0,5.0,376.0,181.0,122.0,37.0,61.0,3.0,50.0,15.0,0.0,2.0,0.0,12.0,71.0,9.0,11.0,27.0,9.0,62.0,44.0,56.0,18.0,60.0,13.0,81.0,1109,13.0,Belgium,1
England,2018-07-07 14:00:00+00:00,World Cup,27,42.0,6.0,3.0,0.0,265.0,72.0,10.0,1.0,1.0,4.0,2.0,368.0,164.0,101.0,31.0,44.0,4.0,29.0,28.0,2.0,2.0,0.0,7.0,44.0,7.0,6.0,37.0,0.0,62.0,32.0,52.0,30.0,44.0,9.0,69.0,1110,12.0,Sweden,1
Sweden,2018-07-07 14:00:00+00:00,World Cup,4,58.0,12.0,2.0,1.0,399.0,80.0,7.0,6.0,6.0,7.0,5.0,500.0,189.0,210.0,40.0,50.0,3.0,13.0,24.0,1.0,1.0,0.0,6.0,50.0,9.0,1.0,20.0,3.0,67.0,29.0,48.0,38.0,56.0,9.0,53.0,1110,32.0,England,1
Croatia,2018-07-07 18:00:00+00:00,World Cup,35,35.0,13.0,5.0,1.0,259.0,65.0,25.0,6.0,1.0,10.0,3.0,400.0,142.0,117.0,28.0,35.0,6.0,33.0,22.0,1.0,1.0,0.0,10.0,48.0,15.0,4.0,37.0,1.0,71.0,43.0,43.0,28.0,36.0,7.0,78.0,1111,23.0,Russia,1
Russia,2018-07-07 18:00:00+00:00,World Cup,10,65.0,18.0,3.0,3.0,592.0,81.0,18.0,8.0,4.0,12.0,6.0,728.0,281.0,311.0,59.0,55.0,10.0,26.0,31.0,0.0,4.0,0.0,10.0,83.0,11.0,1.0,28.0,3.0,105.0,56.0,57.0,49.0,64.0,23.0,77.0,1111,31.0,Croatia,1
Belgium,2018-07-10 18:00:00+00:00,World Cup,2,36.0,19.0,5.0,2.0,289.0,84.0,6.0,4.0,6.0,12.0,7.0,346.0,136.0,153.0,26.0,55.0,4.0,36.0,12.0,1.0,2.0,0.0,12.0,67.0,8.0,1.0,24.0,3.0,56.0,43.0,57.0,13.0,62.0,9.0,50.0,1112,28.0,France,1
France,2018-07-10 18:00:00+00:00,World Cup,3,64.0,9.0,3.0,0.0,542.0,91.0,16.0,5.0,1.0,6.0,3.0,594.0,212.0,330.0,25.0,69.0,5.0,19.0,19.0,1.0,3.0,0.0,10.0,83.0,5.0,6.0,15.0,4.0,41.0,33.0,43.0,8.0,38.0,15.0,71.0,1112,17.0,Belgium,1
England,2018-07-11 18:00:00+00:00,World Cup,10,56.0,22.0,7.0,2.0,478.0,80.0,23.0,8.0,4.0,12.0,10.0,594.0,215.0,263.0,52.0,61.0,3.0,7.0,34.0,1.0,2.0,0.0,14.0,74.0,8.0,4.0,33.0,0.0,63.0,40.0,51.0,23.0,37.0,9.0,75.0,1113,25.0,Croatia,1
Croatia,2018-07-11 18:00:00+00:00,World Cup,4,44.0,11.0,2.0,0.0,379.0,76.0,14.0,4.0,3.0,6.0,5.0,496.0,209.0,170.0,46.0,44.0,3.0,19.0,39.0,3.0,1.0,0.0,8.0,67.0,8.0,4.0,41.0,5.0,78.0,39.0,49.0,39.0,63.0,9.0,69.0,1113,14.0,England,1
England,2018-07-14 14:00:00+00:00,World Cup,3,42.0,12.0,4.0,4.0,420.0,87.0,11.0,4.0,5.0,10.0,2.0,485.0,190.0,230.0,28.0,56.0,1.0,11.0,15.0,1.0,1.0,0.0,8.0,57.0,9.0,3.0,23.0,5.0,32.0,30.0,51.0,2.0,17.0,12.0,75.0,1114,26.0,Belgium,1
Belgium,2018-07-14 14:00:00+00:00,World Cup,4,58.0,15.0,6.0,1.0,619.0,92.0,4.0,5.0,2.0,9.0,6.0,674.0,251.0,368.0,20.0,49.0,6.0,30.0,16.0,0.0,2.0,0.0,4.0,44.0,13.0,5.0,10.0,2.0,39.0,29.0,49.0,10.0,83.0,10.0,77.0,1114,27.0,England,1
Croatia,2018-07-15 15:00:00+00:00,World Cup,2,34.0,7.0,6.0,1.0,198.0,69.0,13.0,2.0,1.0,2.0,5.0,289.0,108.0,90.0,35.0,51.0,1.0,20.0,23.0,1.0,2.0,0.0,15.0,88.0,9.0,1.0,25.0,2.0,61.0,40.0,48.0,21.0,49.0,11.0,65.0,1115,13.0,France,1
France,2018-07-15 15:00:00+00:00,World Cup,10,66.0,14.0,4.0,1.0,440.0,83.0,13.0,6.0,1.0,9.0,5.0,528.0,199.0,241.0,34.0,58.0,9.0,32.0,23.0,1.0,1.0,0.0,19.0,83.0,7.0,1.0,8.0,3.0,66.0,44.0,52.0,22.0,51.0,8.0,47.0,1115,34.0,Croatia,1
Netherlands,2021-03-24 17:00:00+00:00,World Cup,40,34.0,8.0,5.0,1.0,247.0,74.0,18.0,3.0,1.0,3.0,5.0,334.0,132.0,115.0,31.0,52.0,2.0,29.0,12.0,1.0,5.0,0.0,8.0,73.0,15.0,5.0,35.0,7.0,50.0,29.0,47.0,21.0,58.0,7.0,64.0,1116,,Türkiye,1
Türkiye,2021-03-24 17:00:00+00:00,World Cup,7,66.0,20.0,9.0,3.0,550.0,87.0,12.0,11.0,5.0,11.0,9.0,633.0,209.0,341.0,14.0,44.0,9.0,26.0,20.0,1.0,1.0,0.0,3.0,43.0,7.0,1.0,7.0,1.0,48.0,33.0,53.0,15.0,42.0,8.0,67.0,1116,,Netherlands,1
Wales,2021-03-24 19:45:00+00:00,World Cup,3,75.0,12.0,4.0,3.0,807.0,90.0,12.0,4.0,3.0,6.0,6.0,897.0,488.0,319.0,25.0,54.0,4.0,31.0,18.0,3.0,1.0,0.0,7.0,78.0,4.0,0.0,7.0,0.0,29.0,19.0,41.0,10.0,53.0,8.0,62.0,1117,,Belgium,1
Belgium,2021-03-24 19:45:00+00:00,World Cup,29,25.0,4.0,1.0,1.0,221.0,74.0,3.0,1.0,0.0,4.0,0.0,298.0,126.0,95.0,22.0,37.0,3.0,33.0,13.0,0.0,0.0,0.0,11.0,85.0,25.0,3.0,19.0,1.0,36.0,27.0,59.0,9.0,47.0,4.0,57.0,1117,,Wales,1
Slovakia,2021-03-24 19:45:00+00:00,World Cup,124,40.0,11.0,4.0,2.0,273.0,71.0,16.0,3.0,4.0,8.0,3.0,386.0,152.0,121.0,27.0,34.0,5.0,50.0,19.0,0.0,2.0,0.0,6.0,55.0,11.0,1.0,10.0,3.0,53.0,40.0,49.0,13.0,42.0,10.0,56.0,1118,15.0,Cyprus,1
Cyprus,2021-03-24 19:45:00+00:00,World Cup,48,60.0,7.0,3.0,2.0,458.0,79.0,20.0,1.0,1.0,5.0,2.0,579.0,282.0,176.0,28.0,39.0,2.0,22.0,27.0,3.0,0.0,0.0,11.0,55.0,9.0,4.0,5.0,4.0,60.0,42.0,51.0,18.0,58.0,6.0,50.0,1118,16.0,Slovakia,1
Czechia,2021-03-24 19:45:00+00:00,World Cup,123,24.0,6.0,3.0,1.0,145.0,62.0,10.0,0.0,1.0,5.0,1.0,235.0,74.0,71.0,31.0,44.0,1.0,14.0,10.0,1.0,0.0,0.0,7.0,54.0,16.0,3.0,24.0,2.0,44.0,24.0,47.0,20.0,56.0,0.0,0.0,1119,,Estonia,1
Estonia,2021-03-24 19:45:00+00:00,World Cup,36,76.0,20.0,8.0,3.0,646.0,89.0,14.0,6.0,4.0,15.0,5.0,724.0,266.0,380.0,33.0,73.0,8.0,28.0,23.0,3.0,0.0,0.0,5.0,71.0,22.0,1.0,2.0,1.0,43.0,27.0,53.0,16.0,44.0,12.0,75.0,1119,,Czechia,1
Bosnia and Herzegovina,2021-03-24 19:45:00+00:00,World Cup,61,44.0,12.0,7.0,4.0,366.0,84.0,11.0,5.0,2.0,9.0,3.0,437.0,252.0,114.0,25.0,56.0,2.0,22.0,11.0,0.0,3.0,0.0,6.0,55.0,19.0,8.0,23.0,5.0,34.0,30.0,54.0,4.0,24.0,10.0,63.0,1120,,Finland,1
Finland,2021-03-24 19:45:00+00:00,World Cup,74,56.0,19.0,7.0,5.0,475.0,87.0,10.0,7.0,8.0,16.0,3.0,545.0,207.0,268.0,32.0,65.0,4.0,14.0,20.0,3.0,0.0,0.0,8.0,67.0,16.0,2.0,10.0,5.0,39.0,26.0,46.0,13.0,76.0,4.0,80.0,1120,,Bosnia and Herzegovina,1
Ukraine,2021-03-24 19:45:00+00:00,World Cup,2,63.0,18.0,3.0,2.0,722.0,92.0,17.0,12.0,6.0,12.0,6.0,788.0,245.0,477.0,16.0,52.0,7.0,21.0,12.0,6.0,1.0,0.0,6.0,75.0,9.0,0.0,2.0,0.0,39.0,27.0,40.0,12.0,55.0,16.0,59.0,1121,,France,1
France,2021-03-24 19:45:00+00:00,World Cup,22,37.0,3.0,1.0,0.0,388.0,83.0,3.0,0.0,0.0,2.0,1.0,470.0,251.0,137.0,16.0,34.0,0.0,0.0,9.0,0.0,0.0,0.0,11.0,61.0,11.0,6.0,36.0,2.0,51.0,41.0,60.0,10.0,45.0,7.0,70.0,1121,,Ukraine,1
Norway,2021-03-24 19:45:00+00:00,World Cup,203,16.0,1.0,0.0,0.0,77.0,53.0,15.0,1.0,1.0,1.0,0.0,146.0,42.0,35.0,16.0,26.0,0.0,0.0,9.0,1.0,3.0,0.0,9.0,64.0,14.0,4.0,40.0,12.0,43.0,35.0,43.0,8.0,29.0,6.0,40.0,1122,,Gibraltar,1
Gibraltar,2021-03-24 19:45:00+00:00,World Cup,47,84.0,29.0,14.0,7.0,663.0,88.0,16.0,14.0,4.0,20.0,9.0,755.0,122.0,541.0,14.0,56.0,7.0,23.0,21.0,0.0,1.0,0.0,8.0,53.0,8.0,1.0,4.0,0.0,66.0,46.0,57.0,20.0,71.0,16.0,64.0,1122,,Norway,1
Montenegro,2021-03-24 19:45:00+00:00,World Cup,136,38.0,12.0,6.0,2.0,176.0,54.0,18.0,3.0,2.0,6.0,6.0,324.0,81.0,95.0,24.0,30.0,4.0,36.0,9.0,1.0,4.0,0.0,9.0,56.0,15.0,5.0,33.0,4.0,65.0,35.0,47.0,30.0,51.0,6.0,43.0,1123,,Latvia,1
Latvia,2021-03-24 19:45:00+00:00,World Cup,70,62.0,27.0,7.0,3.0,359.0,71.0,13.0,11.0,4.0,18.0,9.0,504.0,135.0,224.0,39.0,42.0,7.0,26.0,22.0,2.0,1.0,0.0,9.0,56.0,7.0,4.0,6.0,3.0,69.0,40.0,53.0,29.0,49.0,8.0,47.0,1123,,Montenegro,1
Malta,2021-09-07 18:45:00+00:00,World Cup,171,45.0,9.0,5.0,0.0,315.0,77.0,13.0,1.0,3.0,2.0,7.0,408.0,204.0,111.0,37.0,57.0,1.0,13.0,29.0,1.0,1.0,0.0,7.0,70.0,11.0,1.0,20.0,1.0,47.0,29.0,39.0,18.0,46.0,11.0,55.0,1124,,Russia,1
Russia,2021-09-07 18:45:00+00:00,World Cup,35,55.0,11.0,4.0,1.0,400.0,83.0,10.0,5.0,1.0,7.0,4.0,482.0,192.0,208.0,36.0,59.0,8.0,32.0,30.0,4.0,1.0,0.0,10.0,53.0,16.0,3.0,13.0,4.0,67.0,46.0,61.0,21.0,54.0,15.0,79.0,1124,,Malta,1
Azerbaijan,2021-03-24 19:45:00+00:00,World Cup,6,66.0,29.0,14.0,1.0,631.0,86.0,9.0,10.0,7.0,15.0,14.0,732.0,178.0,453.0,26.0,58.0,12.0,35.0,29.0,1.0,1.0,0.0,6.0,55.0,15.0,2.0,5.0,0.0,62.0,33.0,48.0,29.0,63.0,12.0,50.0,1125,42.0,Portugal,1
Portugal,2021-03-24 19:45:00+00:00,World Cup,112,34.0,4.0,0.0,0.0,269.0,72.0,11.0,0.0,2.0,1.0,3.0,373.0,180.0,89.0,25.0,37.0,1.0,50.0,15.0,2.0,1.0,0.0,12.0,55.0,21.0,6.0,40.0,14.0,53.0,36.0,52.0,17.0,37.0,5.0,45.0,1125,4.0,Azerbaijan,1
Ireland,2021-03-24 19:45:00+00:00,World Cup,33,56.0,14.0,4.0,2.0,407.0,85.0,11.0,9.0,6.0,10.0,4.0,480.0,173.0,234.0,29.0,57.0,6.0,26.0,23.0,4.0,1.0,0.0,8.0,73.0,9.0,1.0,15.0,0.0,55.0,37.0,54.0,18.0,47.0,9.0,60.0,1126,,Serbia,1
Serbia,2021-03-24 19:45:00+00:00,World Cup,60,44.0,6.0,2.0,1.0,297.0,79.0,18.0,6.0,1.0,5.0,1.0,378.0,161.0,136.0,20.0,36.0,4.0,15.0,14.0,0.0,0.0,0.0,9.0,60.0,11.0,6.0,26.0,1.0,51.0,31.0,46.0,20.0,53.0,5.0,38.0,1126,,Ireland,1
Slovenia,2022-03-26 14:00:00+00:00,World Cup,57,31.0,8.0,4.0,0.0,249.0,75.0,11.0,2.0,1.0,6.0,2.0,330.0,126.0,123.0,29.0,45.0,1.0,11.0,8.0,0.0,2.0,0.0,10.0,53.0,14.0,2.0,29.0,3.0,51.0,37.0,52.0,14.0,41.0,4.0,50.0,1127,,Croatia,1
Croatia,2022-03-26 14:00:00+00:00,World Cup,10,69.0,11.0,3.0,0.0,657.0,89.0,15.0,3.0,2.0,8.0,3.0,736.0,279.0,378.0,36.0,77.0,8.0,23.0,22.0,2.0,5.0,0.0,7.0,64.0,11.0,1.0,6.0,3.0,54.0,34.0,48.0,20.0,59.0,13.0,65.0,1127,,Slovenia,1
Switzerland,2021-03-25 17:00:00+00:00,World Cup,83,30.0,7.0,2.0,0.0,213.0,73.0,13.0,1.0,4.0,4.0,3.0,290.0,123.0,90.0,14.0,29.0,2.0,29.0,16.0,0.0,1.0,0.0,11.0,61.0,16.0,3.0,30.0,2.0,52.0,43.0,56.0,9.0,36.0,7.0,58.0,1128,,Bulgaria,1
Bulgaria,2021-03-25 17:00:00+00:00,World Cup,19,70.0,13.0,5.0,5.0,571.0,88.0,18.0,7.0,3.0,10.0,3.0,648.0,252.0,319.0,18.0,60.0,10.0,32.0,31.0,4.0,1.0,0.0,7.0,50.0,12.0,4.0,9.0,1.0,50.0,34.0,44.0,16.0,64.0,8.0,36.0,1128,,Switzerland,1
Denmark,2021-03-25 17:00:00+00:00,World Cup,78,50.0,14.0,2.0,0.0,423.0,85.0,9.0,5.0,10.0,5.0,9.0,498.0,234.0,189.0,21.0,45.0,3.0,17.0,21.0,2.0,2.0,0.0,11.0,61.0,10.0,2.0,14.0,5.0,50.0,40.0,54.0,10.0,38.0,13.0,59.0,1129,,Israel,1
Israel,2021-03-25 17:00:00+00:00,World Cup,21,50.0,14.0,7.0,1.0,430.0,83.0,10.0,8.0,2.0,9.0,5.0,515.0,224.0,206.0,39.0,64.0,3.0,30.0,23.0,1.0,2.0,0.0,10.0,63.0,13.0,9.0,19.0,2.0,50.0,34.0,46.0,16.0,62.0,10.0,43.0,1129,,Denmark,1
Albania,2021-03-25 19:45:00+00:00,World Cup,164,26.0,2.0,1.0,0.0,84.0,47.0,25.0,1.0,0.0,0.0,2.0,179.0,53.0,31.0,12.0,19.0,1.0,11.0,25.0,1.0,3.0,0.0,14.0,70.0,18.0,4.0,20.0,3.0,48.0,37.0,49.0,11.0,25.0,5.0,56.0,1130,,Andorra,1
Andorra,2021-03-25 19:45:00+00:00,World Cup,66,74.0,14.0,4.0,3.0,420.0,82.0,13.0,6.0,4.0,9.0,5.0,515.0,202.0,218.0,32.0,49.0,9.0,29.0,29.0,2.0,5.0,0.0,7.0,70.0,11.0,0.0,14.0,1.0,72.0,39.0,51.0,33.0,75.0,6.0,35.0,1130,,Albania,1
San Marino,2021-03-25 19:45:00+00:00,World Cup,4,85.0,32.0,15.0,9.0,846.0,93.0,8.0,7.0,4.0,24.0,8.0,910.0,163.0,683.0,17.0,63.0,11.0,48.0,23.0,4.0,1.0,0.0,3.0,33.0,3.0,1.0,2.0,0.0,53.0,35.0,56.0,18.0,72.0,21.0,75.0,1131,,England,1
England,2021-03-25 19:45:00+00:00,World Cup,210,15.0,2.0,0.0,0.0,93.0,56.0,6.0,1.0,1.0,0.0,2.0,167.0,55.0,38.0,12.0,26.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,46.0,7.0,4.0,28.0,10.0,34.0,27.0,44.0,7.0,28.0,6.0,75.0,1131,,San Marino,1
Iceland,2021-03-25 19:45:00+00:00,World Cup,16,81.0,15.0,5.0,1.0,972.0,93.0,8.0,3.0,3.0,5.0,10.0,1050.0,476.0,496.0,37.0,64.0,3.0,30.0,11.0,2.0,1.0,0.0,5.0,45.0,12.0,2.0,7.0,2.0,41.0,32.0,56.0,9.0,32.0,10.0,63.0,1132,,Germany,1
Germany,2021-03-25 19:45:00+00:00,World Cup,72,19.0,8.0,2.0,1.0,159.0,69.0,11.0,3.0,2.0,5.0,3.0,232.0,94.0,65.0,18.0,45.0,2.0,20.0,11.0,1.0,2.0,0.0,5.0,45.0,6.0,3.0,20.0,2.0,44.0,25.0,44.0,19.0,68.0,6.0,55.0,1132,,Iceland,1
Poland,2021-03-25 19:45:00+00:00,World Cup,26,36.0,10.0,4.0,5.0,236.0,72.0,20.0,3.0,3.0,8.0,2.0,328.0,159.0,77.0,16.0,28.0,3.0,25.0,20.0,3.0,3.0,1.0,7.0,64.0,17.0,1.0,19.0,0.0,39.0,25.0,41.0,14.0,45.0,4.0,50.0,1133,,Hungary,1
Hungary,2021-03-25 19:45:00+00:00,World Cup,28,64.0,10.0,3.0,1.0,510.0,84.0,14.0,3.0,1.0,6.0,4.0,604.0,282.0,228.0,26.0,57.0,4.0,25.0,22.0,5.0,2.0,0.0,9.0,75.0,11.0,3.0,13.0,1.0,53.0,36.0,59.0,17.0,55.0,5.0,45.0,1133,,Poland,1
Northern Ireland,2021-03-25 19:45:00+00:00,World Cup,9,66.0,12.0,5.0,4.0,648.0,88.0,8.0,0.0,0.0,9.0,3.0,736.0,384.0,264.0,36.0,63.0,2.0,50.0,15.0,5.0,0.0,0.0,4.0,50.0,8.0,2.0,21.0,3.0,47.0,26.0,53.0,21.0,62.0,7.0,58.0,1134,,Italy,1
Italy,2021-03-25 19:45:00+00:00,World Cup,73,34.0,8.0,3.0,2.0,266.0,74.0,12.0,5.0,2.0,4.0,4.0,360.0,136.0,130.0,32.0,46.0,3.0,18.0,20.0,0.0,2.0,0.0,8.0,100.0,5.0,0.0,6.0,3.0,36.0,23.0,47.0,13.0,38.0,7.0,64.0,1134,,Northern Ireland,1
Liechtenstein,2021-09-08 16:00:00+00:00,World Cup,202,31.0,0.0,0.0,0.0,123.0,54.0,13.0,1.0,0.0,0.0,0.0,226.0,70.0,53.0,29.0,33.0,0.0,0.0,18.0,1.0,2.0,0.0,12.0,63.0,10.0,4.0,47.0,5.0,44.0,32.0,45.0,12.0,32.0,1.0,25.0,1135,,Armenia,1
Armenia,2021-09-08 16:00:00+00:00,World Cup,95,69.0,26.0,5.0,1.0,410.0,83.0,12.0,9.0,4.0,19.0,7.0,494.0,155.0,255.0,40.0,66.0,10.0,27.0,38.0,5.0,3.0,0.0,6.0,75.0,5.0,0.0,9.0,0.0,64.0,39.0,55.0,25.0,68.0,18.0,67.0,1135,,Liechtenstein,1
Faroe Islands,2021-03-25 19:45:00+00:00,World Cup,153,42.0,8.0,3.0,1.0,254.0,71.0,15.0,1.0,3.0,5.0,3.0,359.0,133.0,121.0,27.0,35.0,1.0,8.0,23.0,4.0,3.0,0.0,7.0,54.0,19.0,7.0,27.0,2.0,55.0,37.0,50.0,18.0,49.0,3.0,25.0,1136,,Moldova,1
Moldova,2021-03-25 19:45:00+00:00,World Cup,133,58.0,12.0,4.0,1.0,375.0,76.0,21.0,3.0,6.0,6.0,6.0,496.0,211.0,164.0,18.0,26.0,3.0,14.0,20.0,0.0,3.0,0.0,7.0,54.0,12.0,3.0,15.0,2.0,56.0,37.0,50.0,19.0,51.0,10.0,63.0,1136,,Faroe Islands,1
North Macedonia,2021-03-25 19:45:00+00:00,World Cup,46,46.0,18.0,11.0,2.0,352.0,80.0,21.0,3.0,4.0,12.0,6.0,441.0,164.0,188.0,19.0,35.0,2.0,20.0,17.0,1.0,3.0,0.0,12.0,57.0,14.0,5.0,9.0,2.0,51.0,38.0,49.0,13.0,42.0,9.0,69.0,1137,38.0,Romania,1
Romania,2021-03-25 19:45:00+00:00,World Cup,69,54.0,14.0,4.0,6.0,413.0,83.0,10.0,2.0,5.0,12.0,2.0,500.0,215.0,198.0,32.0,57.0,5.0,29.0,26.0,4.0,4.0,0.0,8.0,73.0,13.0,4.0,10.0,8.0,57.0,39.0,51.0,18.0,58.0,10.0,43.0,1137,36.0,North Macedonia,1
Austria,2021-03-25 19:45:00+00:00,World Cup,39,40.0,13.0,4.0,1.0,292.0,75.0,14.0,6.0,3.0,8.0,5.0,388.0,124.0,168.0,30.0,57.0,4.0,18.0,22.0,1.0,4.0,0.0,9.0,60.0,18.0,1.0,19.0,3.0,56.0,41.0,53.0,15.0,43.0,10.0,59.0,1138,,Scotland,1
Scotland,2021-03-25 19:45:00+00:00,World Cup,25,60.0,10.0,5.0,1.0,498.0,82.0,16.0,2.0,2.0,6.0,4.0,604.0,306.0,192.0,22.0,45.0,2.0,15.0,26.0,0.0,3.0,0.0,10.0,67.0,10.0,3.0,16.0,2.0,56.0,36.0,47.0,20.0,57.0,9.0,64.0,1138,,Austria,1
Greece,2021-03-25 19:45:00+00:00,World Cup,8,80.0,9.0,2.0,1.0,850.0,92.0,15.0,3.0,3.0,6.0,3.0,921.0,271.0,579.0,47.0,76.0,5.0,18.0,18.0,1.0,1.0,0.0,5.0,45.0,7.0,0.0,2.0,0.0,34.0,24.0,42.0,10.0,53.0,4.0,50.0,1139,,Spain,1
Spain,2021-03-25 19:45:00+00:00,World Cup,50,20.0,1.0,1.0,1.0,147.0,62.0,10.0,0.0,0.0,1.0,0.0,237.0,109.0,38.0,18.0,37.0,0.0,0.0,24.0,2.0,2.0,0.0,5.0,31.0,13.0,3.0,14.0,1.0,42.0,33.0,58.0,9.0,47.0,3.0,50.0,1139,,Greece,1
Georgia,2021-03-25 19:45:00+00:00,World Cup,27,55.0,10.0,4.0,1.0,457.0,83.0,19.0,4.0,1.0,7.0,3.0,552.0,241.0,216.0,31.0,56.0,3.0,17.0,18.0,0.0,3.0,0.0,7.0,47.0,13.0,3.0,10.0,3.0,45.0,29.0,44.0,16.0,52.0,6.0,67.0,1140,,Sweden,1
Sweden,2021-03-25 19:45:00+00:00,World Cup,75,45.0,8.0,3.0,2.0,358.0,79.0,9.0,2.0,3.0,5.0,3.0,451.0,230.0,128.0,34.0,51.0,6.0,43.0,24.0,1.0,1.0,0.0,5.0,42.0,8.0,1.0,20.0,3.0,52.0,37.0,56.0,15.0,48.0,10.0,59.0,1140,,Georgia,1
Gibraltar,2021-03-27 14:00:00+00:00,World Cup,70,77.0,31.0,13.0,4.0,624.0,88.0,12.0,12.0,9.0,19.0,12.0,707.0,224.0,400.0,34.0,69.0,13.0,35.0,13.0,2.0,1.0,0.0,6.0,46.0,6.0,1.0,4.0,0.0,70.0,44.0,60.0,26.0,79.0,17.0,57.0,1141,,Montenegro,1
Montenegro,2021-03-27 14:00:00+00:00,World Cup,203,23.0,2.0,1.0,1.0,124.0,57.0,14.0,0.0,1.0,1.0,1.0,219.0,94.0,30.0,17.0,25.0,0.0,0.0,15.0,1.0,3.0,0.0,9.0,53.0,12.0,8.0,40.0,9.0,36.0,29.0,40.0,7.0,21.0,3.0,50.0,1141,,Gibraltar,1
Slovenia,2021-03-27 14:00:00+00:00,World Cup,35,44.0,9.0,4.0,3.0,333.0,79.0,16.0,6.0,1.0,6.0,3.0,420.0,146.0,187.0,41.0,59.0,5.0,23.0,23.0,2.0,3.0,0.0,6.0,50.0,13.0,4.0,17.0,2.0,50.0,29.0,48.0,21.0,58.0,7.0,54.0,1142,,Russia,1
Russia,2021-03-27 14:00:00+00:00,World Cup,57,56.0,11.0,3.0,0.0,452.0,83.0,11.0,6.0,4.0,6.0,5.0,543.0,212.0,240.0,33.0,52.0,4.0,20.0,24.0,0.0,2.0,0.0,6.0,67.0,11.0,1.0,21.0,2.0,46.0,31.0,52.0,15.0,42.0,9.0,64.0,1142,,Slovenia,1
Estonia,2021-03-27 17:00:00+00:00,World Cup,96,64.0,11.0,5.0,3.0,287.0,69.0,16.0,5.0,4.0,8.0,3.0,418.0,128.0,159.0,41.0,49.0,6.0,25.0,33.0,4.0,3.0,0.0,6.0,55.0,0.0,2.0,12.0,2.0,81.0,49.0,58.0,32.0,59.0,13.0,72.0,1143,,Belarus,1
Belarus,2021-03-27 17:00:00+00:00,World Cup,123,36.0,10.0,4.0,1.0,131.0,54.0,27.0,2.0,2.0,5.0,5.0,243.0,65.0,66.0,26.0,31.0,1.0,13.0,21.0,2.0,4.0,1.0,7.0,35.0,12.0,4.0,33.0,1.0,57.0,35.0,42.0,22.0,41.0,1.0,17.0,1143,,Estonia,1
Cyprus,2021-03-27 17:00:00+00:00,World Cup,10,69.0,17.0,3.0,2.0,576.0,85.0,12.0,7.0,3.0,8.0,9.0,677.0,268.0,308.0,40.0,67.0,9.0,23.0,30.0,3.0,3.0,0.0,10.0,59.0,11.0,0.0,5.0,2.0,53.0,31.0,45.0,22.0,61.0,9.0,60.0,1144,25.0,Croatia,1
Croatia,2021-03-27 17:00:00+00:00,World Cup,124,31.0,3.0,2.0,0.0,222.0,69.0,7.0,0.0,0.0,1.0,2.0,322.0,147.0,75.0,19.0,28.0,3.0,100.0,15.0,3.0,0.0,0.0,8.0,50.0,23.0,3.0,21.0,2.0,52.0,38.0,55.0,14.0,39.0,10.0,56.0,1144,5.0,Cyprus,1
Latvia,2021-03-27 17:00:00+00:00,World Cup,7,76.0,36.0,11.0,8.0,668.0,89.0,5.0,16.0,12.0,25.0,11.0,750.0,191.0,477.0,30.0,81.0,14.0,44.0,20.0,2.0,2.0,0.0,4.0,33.0,10.0,1.0,3.0,0.0,65.0,38.0,63.0,27.0,55.0,16.0,64.0,1145,,Netherlands,1
Netherlands,2021-03-27 17:00:00+00:00,World Cup,136,24.0,4.0,0.0,0.0,148.0,64.0,11.0,0.0,1.0,4.0,0.0,232.0,91.0,57.0,27.0,47.0,2.0,50.0,9.0,1.0,2.0,0.0,9.0,56.0,15.0,11.0,39.0,8.0,44.0,22.0,37.0,22.0,45.0,3.0,38.0,1145,,Latvia,1
