country,points,date
Kyrgyz Republic,1213.6,2024-04-04
Thailand,1208.93,2024-04-04
Kosovo,1205.85,2024-04-04
Kazakhstan,1203.64,2024-04-04
Aotearoa New Zealand,1197.68,2024-04-04
Mauritania,1195.5,2024-04-04
Namibia,1192.13,2024-04-04
Kenya,1191.24,2024-04-04
Guatemala,1188.28,2024-04-04
Madagascar,1185.86,2024-04-04
Mozambique,1184.49,2024-04-04
Congo,1179.8,2024-04-04
Azerbaijan,1177.83,2024-04-04
Togo,1170.34,2024-04-04
Libya,1166.71,2024-04-04
Vietnam,1164.54,2024-04-04
Guinea-Bissau,1163.44,2024-04-04
Comoros,1163.02,2024-04-04
Korea DPR,1160.57,2024-04-04
Tanzania,1159.81,2024-04-04
Lebanon,1158.96,2024-04-04
India,1145.94,2024-04-04
Zimbabwe,1143.66,2024-04-04
Estonia,1141.13,2024-04-04
Cyprus,1141.03,2024-04-04
Malawi,1140.93,2024-04-04
Sierra Leone,1137.36,2024-04-04
Sudan,1129.32,2024-04-04
Central African Republic,1128.17,2024-04-04
Niger,1125.5,2024-04-04
The Gambia,1114.8,2024-04-04
Rwanda,1112.44,2024-04-04
Solomon Islands,1111.02,2024-04-04
Faroe Islands,1103.43,2024-04-04
Indonesia,1102.7,2024-04-04
Nicaragua,1102.54,2024-04-04
Latvia,1095.91,2024-04-04
Lithuania,1095.23,2024-04-04
Malaysia,1094.54,2024-04-04
Kuwait,1085.46,2024-04-04
Burundi,1081.63,2024-04-04
Philippines,1075.14,2024-04-04
Antigua and Barbuda,1072.66,2024-04-04
Turkmenistan,1072.52,2024-04-04
Suriname,1071.85,2024-04-04
Ethiopia,1068.48,2024-04-04
Botswana,1065.07,2024-04-04
St Kitts and Nevis,1056.61,2024-04-04
Eswatini,1048.89,2024-04-04
Lesotho,1047.58,2024-04-04
Dominican Republic,1042.86,2024-04-04
Afghanistan,1036.92,2024-04-04
Liberia,1029.58,2024-04-04
Moldova,1028.85,2024-04-04
Guyana,1020.31,2024-04-04
Singapore,1019.06,2024-04-04
Yemen,1017.05,2024-04-04
"Hong Kong, China",1012.83,2024-04-04
New Caledonia,1008.92,2024-04-04
Chinese Taipei,1007.3,2024-04-04
Puerto Rico,1006.35,2024-04-04
Maldives,1003.48,2024-04-04
Tahiti,999.48,2024-04-04
Myanmar,999.46,2024-04-04
Andorra,998.75,2024-04-04
St Lucia,988.67,2024-04-04
Papua New Guinea,985.32,2024-04-04
South Sudan,984.65,2024-04-04
Fiji,983.81,2024-04-04
Cuba,980.65,2024-04-04
Bermuda,974.3,2024-04-04
Malta,973.14,2024-04-04
Vanuatu,972.14,2024-04-04
St Vincent and the Grenadines,953.47,2024-04-04
Grenada,950.99,2024-04-04
Montserrat,946.08,2024-04-04
Chad,945.92,2024-04-04
Barbados,943.8,2024-04-04
Nepal,937.84,2024-04-04
Cambodia,925.4,2024-04-04
Dominica,922.25,2024-04-04
Samoa,920.54,2024-04-04
Belize,919.52,2024-04-04
Mauritius,919.4,2024-04-04
Bangladesh,905.3,2024-04-04
Bhutan,904.1,2024-04-04
Macau,896.62,2024-04-04
Cook Islands,896.59,2024-04-04
São Tomé and Príncipe,893.58,2024-04-04
American Samoa,890.97,2024-04-04
Laos,889.62,2024-04-04
Mongolia,884.04,2024-04-04
Djibouti,877.28,2024-04-04
Aruba,875.82,2024-04-04
Brunei Darussalam,872.65,2024-04-04
Pakistan,849.94,2024-04-04
Cayman Islands,847.81,2024-04-04
Seychelles,845.53,2024-04-04
Timor-Leste,843.4,2024-04-04
Somalia,842.64,2024-04-04
Bahamas,835.81,2024-04-04
Tonga,833.12,2024-04-04
Liechtenstein,832.75,2024-04-04
Gibraltar,832.5,2024-04-04
Sri Lanka,829.41,2024-04-04
Guam,821.91,2024-04-04
Turks and Caicos Islands,817.03,2024-04-04
British Virgin Islands,813.31,2024-04-04
US Virgin Islands,797.29,2024-04-04
Anguilla,793.48,2024-04-04
San Marino,742.05,2024-04-04
