country,points,date
China PR,1297.98,2023-04-06
Gabon,1296.74,2023-04-06
Bolivia,1296.42,2023-04-06
Jordan,1293.26,2023-04-06
Bahrain,1282.05,2023-04-06
Zambia,1280.52,2023-04-06
Haiti,1275.96,2023-04-06
Curaçao,1272.26,2023-04-06
Uganda,1257.3,2023-04-06
Syria,1246.75,2023-04-06
Luxembourg,1245.78,2023-04-06
Benin,1240.45,2023-04-06
Palestine,1239.19,2023-04-06
Equatorial Guinea,1232.78,2023-04-06
Vietnam,1229.69,2023-04-06
Kyrgyz Republic,1225.44,2023-04-06
Armenia,1224.08,2023-04-06
Belarus,1210.17,2023-04-06
Lebanon,1202.74,2023-04-06
New Zealand,1201.06,2023-04-06
India,1200.66,2023-04-06
Kenya,1200.18,2023-04-06
Congo,1197.89,2023-04-06
Trinidad and Tobago,1197.61,2023-04-06
Mauritania,1194.28,2023-04-06
Namibia,1190.49,2023-04-06
Kosovo,1186.26,2023-04-06
Estonia,1182.5,2023-04-06
Tajikistan,1182.24,2023-04-06
Madagascar,1181.21,2023-04-06
Cyprus,1179.45,2023-04-06
Kazakhstan,1177.05,2023-04-06
Guinea-Bissau,1172.3,2023-04-06
Thailand,1171.88,2023-04-06
Korea DPR,1169.96,2023-04-06
Guatemala,1164.64,2023-04-06
Sierra Leone,1161.79,2023-04-06
Angola,1158.57,2023-04-06
Mozambique,1154.64,2023-04-06
The Gambia,1150.99,2023-04-06
Libya,1145.82,2023-04-06
Central African Republic,1145.69,2023-04-06
Niger,1142.57,2023-04-06
Azerbaijan,1142.25,2023-04-06
Faroe Islands,1138.98,2023-04-06
Zimbabwe,1138.56,2023-04-06
Malawi,1134.64,2023-04-06
Sudan,1132.62,2023-04-06
Togo,1129.81,2023-04-06
Tanzania,1125.89,2023-04-06
Comoros,1111.89,2023-04-06
Latvia,1110.55,2023-04-06
Antigua and Barbuda,1107.51,2023-04-06
Solomon Islands,1103.61,2023-04-06
Rwanda,1100.67,2023-04-06
Philippines,1097.67,2023-04-06
Turkmenistan,1095.2,2023-04-06
Malaysia,1082.13,2023-04-06
St Kitts and Nevis,1081.4,2023-04-06
Nicaragua,1079.17,2023-04-06
Suriname,1075.72,2023-04-06
Ethiopia,1072.99,2023-04-06
Kuwait,1071.92,2023-04-06
Eswatini,1069.89,2023-04-06
Burundi,1069.71,2023-04-06
Lithuania,1068.53,2023-04-06
"Hong Kong, China",1057.03,2023-04-06
Liberia,1049.94,2023-04-06
Indonesia,1046.14,2023-04-06
Lesotho,1046.02,2023-04-06
Dominican Republic,1038.13,2023-04-06
Botswana,1037.31,2023-04-06
Andorra,1030.52,2023-04-06
Maldives,1024.72,2023-04-06
Afghanistan,1023.04,2023-04-06
Chinese Taipei,1021.02,2023-04-06
Yemen,1020.37,2023-04-06
Singapore,1014.04,2023-04-06
Papua New Guinea,1007.46,2023-04-06
Myanmar,998.41,2023-04-06
New Caledonia,995.58,2023-04-06
Tahiti,995.11,2023-04-06
South Sudan,993.36,2023-04-06
Vanuatu,986.65,2023-04-06
Cuba,986.2,2023-04-06
Puerto Rico,985.41,2023-04-06
Barbados,984.05,2023-04-06
Fiji,980.48,2023-04-06
St Lucia,978.91,2023-04-06
Guyana,975.81,2023-04-06
Moldova,972.91,2023-04-06
Malta,972.79,2023-04-06
Bermuda,966.27,2023-04-06
Nepal,963.1,2023-04-06
Grenada,960.4,2023-04-06
Cambodia,948.59,2023-04-06
Belize,939.96,2023-04-06
St Vincent and the Grenadines,938.28,2023-04-06
Montserrat,938.02,2023-04-06
Mauritius,932.02,2023-04-06
Chad,930.22,2023-04-06
Macau,917.93,2023-04-06
Mongolia,911.74,2023-04-06
São Tomé and Príncipe,906.7,2023-04-06
Bhutan,906.36,2023-04-06
Dominica,904.88,2023-04-06
American Samoa,900.27,2023-04-06
Laos,899.58,2023-04-06
Cook Islands,899.33,2023-04-06
Samoa,894.26,2023-04-06
Brunei Darussalam,891.12,2023-04-06
Bangladesh,883.88,2023-04-06
Djibouti,875.05,2023-04-06
Tonga,861.81,2023-04-06
Pakistan,861.18,2023-04-06
Timor-Leste,860.45,2023-04-06
Seychelles,860.13,2023-04-06
Cayman Islands,859.83,2023-04-06
Liechtenstein,855.77,2023-04-06
Eritrea,855.56,2023-04-06
Gibraltar,854.72,2023-04-06
Somalia,854.72,2023-04-06
Bahamas,852.87,2023-04-06
Aruba,850.88,2023-04-06
Turks and Caicos Islands,839.39,2023-04-06
Guam,838.33,2023-04-06
Sri Lanka,825.25,2023-04-06
US Virgin Islands,816.59,2023-04-06
British Virgin Islands,804.11,2023-04-06
Anguilla,785.69,2023-04-06
San Marino,759.12,2023-04-06
