country,points,date
El Salvador,1306.14,2023-11-30
China PR,1299.49,2023-11-30
Guinea,1290.01,2023-11-30
Bulgaria,1289.9,2023-11-30
Gabon,1289.52,2023-11-30
Luxembourg,1285.41,2023-11-30
Zambia,1284.56,2023-11-30
Bolivia,1284.55,2023-11-30
Bahrain,1277.29,2023-11-30
Jordan,1272.63,2023-11-30
Equatorial Guinea,1268.43,2023-11-30
Haiti,1262.5,2023-11-30
Curaçao,1262.48,2023-11-30
Syria,1245.27,2023-11-30
Uganda,1245.08,2023-11-30
Armenia,1237.15,2023-11-30
Vietnam,1235.58,2023-11-30
Belarus,1232.8,2023-11-30
Trinidad and Tobago,1228.05,2023-11-30
Benin,1225.1,2023-11-30
Kyrgyz Republic,1224.14,2023-11-30
Palestine,1217.6,2023-11-30
Kazakhstan,1215.16,2023-11-30
Kosovo,1202.77,2023-11-30
India,1200.8,2023-11-30
Guinea-Bissau,1197.83,2023-11-30
Aotearoa New Zealand,1197.47,2023-11-30
Mauritania,1195.25,2023-11-30
Tajikistan,1195.07,2023-11-30
Lebanon,1192.58,2023-11-30
Guatemala,1189.98,2023-11-30
Madagascar,1187.63,2023-11-30
Kenya,1181.92,2023-11-30
Mozambique,1180.72,2023-11-30
Congo,1179.8,2023-11-30
Thailand,1176.75,2023-11-30
Azerbaijan,1174.22,2023-11-30
Namibia,1168.38,2023-11-30
Korea DPR,1168.12,2023-11-30
Angola,1168.05,2023-11-30
Togo,1165.74,2023-11-30
Comoros,1156.45,2023-11-30
Libya,1155.23,2023-11-30
Tanzania,1155.19,2023-11-30
Estonia,1149.7,2023-11-30
Malawi,1149.4,2023-11-30
Zimbabwe,1144.56,2023-11-30
Cyprus,1143.42,2023-11-30
The Gambia,1140.06,2023-11-30
Sierra Leone,1138.53,2023-11-30
Sudan,1128.74,2023-11-30
Niger,1127.75,2023-11-30
Malaysia,1122.87,2023-11-30
Central African Republic,1121.34,2023-11-30
Solomon Islands,1112.2,2023-11-30
Rwanda,1107.04,2023-11-30
Nicaragua,1104.26,2023-11-30
Faroe Islands,1102.1,2023-11-30
Kuwait,1098.07,2023-11-30
Latvia,1097.84,2023-11-30
Lithuania,1086.93,2023-11-30
Burundi,1086.62,2023-11-30
Philippines,1086.17,2023-11-30
Turkmenistan,1078.25,2023-11-30
Antigua and Barbuda,1072.66,2023-11-30
Suriname,1071.85,2023-11-30
Ethiopia,1068.79,2023-11-30
Botswana,1064.5,2023-11-30
Indonesia,1064.01,2023-11-30
St Kitts and Nevis,1057.05,2023-11-30
Lesotho,1047.27,2023-11-30
Eswatini,1045.88,2023-11-30
"Hong Kong, China",1042.93,2023-11-30
Dominican Republic,1040.77,2023-11-30
Yemen,1027.94,2023-11-30
Liberia,1024.11,2023-11-30
Chinese Taipei,1023.93,2023-11-30
Moldova,1022.6,2023-11-30
Singapore,1020.5,2023-11-30
Guyana,1018.14,2023-11-30
Afghanistan,1017.68,2023-11-30
Puerto Rico,1007.19,2023-11-30
New Caledonia,1004.76,2023-11-30
Maldives,1003.48,2023-11-30
Myanmar,1000.46,2023-11-30
Andorra,998,2023-11-30
Tahiti,994.97,2023-11-30
Papua New Guinea,991.01,2023-11-30
South Sudan,989.29,2023-11-30
St Lucia,988.67,2023-11-30
Vanuatu,985.26,2023-11-30
Cuba,980.65,2023-11-30
Fiji,980.62,2023-11-30
Bermuda,972.36,2023-11-30
Malta,967.29,2023-11-30
St Vincent and the Grenadines,953.47,2023-11-30
Grenada,950.99,2023-11-30
Nepal,948.05,2023-11-30
Montserrat,946.08,2023-11-30
Mauritius,944.95,2023-11-30
Barbados,943.8,2023-11-30
Cambodia,931.47,2023-11-30
Dominica,922.25,2023-11-30
Chad,920.37,2023-11-30
Belize,918.68,2023-11-30
Bangladesh,916.75,2023-11-30
Bhutan,913.02,2023-11-30
Cook Islands,901.9,2023-11-30
Macau,896.62,2023-11-30
Samoa,896.28,2023-11-30
American Samoa,893.67,2023-11-30
Laos,889.62,2023-11-30
Mongolia,889.16,2023-11-30
São Tomé and Príncipe,888.94,2023-11-30
Djibouti,881.18,2023-11-30
Aruba,879.32,2023-11-30
Brunei Darussalam,870.63,2023-11-30
Pakistan,856.54,2023-11-30
Tonga,853.49,2023-11-30
Cayman Islands,851.19,2023-11-30
Somalia,845.66,2023-11-30
Seychelles,845.53,2023-11-30
Timor-Leste,843.4,2023-11-30
Gibraltar,840.8,2023-11-30
Bahamas,835.81,2023-11-30
Liechtenstein,833.01,2023-11-30
Sri Lanka,822.03,2023-11-30
Guam,821.91,2023-11-30
Turks and Caicos Islands,818.57,2023-11-30
British Virgin Islands,807.57,2023-11-30
US Virgin Islands,796.78,2023-11-30
Anguilla,785.69,2023-11-30
San Marino,741.61,2023-11-30
