country,points,date
South Africa,1358.24,2021-12-23
United Arab Emirates,1350.39,2021-12-23
El Salvador,1349.47,2021-12-23
Bulgaria,1345.47,2021-12-23
Montenegro,1342.89,2021-12-23
Cabo Verde,1339.48,2021-12-23
China PR,1337.33,2021-12-23
Iraq,1333.03,2021-12-23
Honduras,1332.16,2021-12-23
Bolivia,1324.21,2021-12-23
Israel,1306.7,2021-12-23
Oman,1306.01,2021-12-23
Curaçao,1298.39,2021-12-23
Guinea,1298.32,2021-12-23
Uganda,1285.28,2021-12-23
Benin,1282.53,2021-12-23
Uzbekistan,1274.58,2021-12-23
Georgia,1269.24,2021-12-23
Syria,1268.54,2021-12-23
Haiti,1268.05,2021-12-23
Zambia,1264.64,2021-12-23
Gabon,1262,2021-12-23
Jordan,1255.69,2021-12-23
Bahrain,1252.19,2021-12-23
Armenia,1242.24,2021-12-23
Luxembourg,1236.45,2021-12-23
Belarus,1233.43,2021-12-23
Lebanon,1233,2021-12-23
Kyrgyz Republic,1228.69,2021-12-23
Congo,1221.4,2021-12-23
Vietnam,1212.54,2021-12-23
Palestine,1208.9,2021-12-23
Trinidad and Tobago,1207.94,2021-12-23
Madagascar,1205.61,2021-12-23
Kenya,1202.26,2021-12-23
Mauritania,1190.26,2021-12-23
India,1182.75,2021-12-23
Cyprus,1178.65,2021-12-23
Guinea-Bissau,1177.14,2021-12-23
Estonia,1176.5,2021-12-23
Sierra Leone,1174.12,2021-12-23
Korea DPR,1169.96,2021-12-23
New Zealand,1165.81,2021-12-23
Kosovo,1163.05,2021-12-23
Namibia,1162.93,2021-12-23
Niger,1158.39,2021-12-23
Equatorial Guinea,1156.78,2021-12-23
Thailand,1156.16,2021-12-23
Tajikistan,1152.56,2021-12-23
Libya,1151.06,2021-12-23
Mozambique,1151,2021-12-23
Kazakhstan,1140.71,2021-12-23
Azerbaijan,1139.02,2021-12-23
Zimbabwe,1138.44,2021-12-23
Guatemala,1138.4,2021-12-23
Faroe Islands,1136.99,2021-12-23
Togo,1133.24,2021-12-23
Sudan,1131.74,2021-12-23
Angola,1131.72,2021-12-23
Antigua and Barbuda,1131.07,2021-12-23
Philippines,1129.91,2021-12-23
Malawi,1127.21,2021-12-23
Central African Republic,1127.2,2021-12-23
Tanzania,1118.76,2021-12-23
Comoros,1117.65,2021-12-23
Turkmenistan,1117.6,2021-12-23
Latvia,1100.03,2021-12-23
Rwanda,1095.34,2021-12-23
Lithuania,1091.77,2021-12-23
Ethiopia,1087.89,2021-12-23
St. Kitts and Nevis,1077.76,2021-12-23
Suriname,1077.57,2021-12-23
Burundi,1075.82,2021-12-23
Solomon Islands,1072.78,2021-12-23
Kuwait,1064.02,2021-12-23
Nicaragua,1062.21,2021-12-23
Liberia,1058.28,2021-12-23
Lesotho,1057.62,2021-12-23
Eswatini,1054.14,2021-12-23
Hong Kong,1053.39,2021-12-23
Botswana,1051.59,2021-12-23
Afghanistan,1049.77,2021-12-23
Gambia,1049.74,2021-12-23
Yemen,1046.26,2021-12-23
Myanmar,1044.56,2021-12-23
New Caledonia,1035.12,2021-12-23
Malaysia,1034.53,2021-12-23
Andorra,1030.28,2021-12-23
Dominican Republic,1029.42,2021-12-23
Maldives,1021.58,2021-12-23
Chinese Taipei,1017.78,2021-12-23
Tahiti,1014.27,2021-12-23
Singapore,1003.39,2021-12-23
Fiji,996.27,2021-12-23
Barbados,995.94,2021-12-23
Vanuatu,995.62,2021-12-23
Indonesia,992.31,2021-12-23
Papua New Guinea,990.55,2021-12-23
Bermuda,982.43,2021-12-23
South Sudan,980.25,2021-12-23
Grenada,974.03,2021-12-23
Nepal,972.45,2021-12-23
Belize,967.42,2021-12-23
Cambodia,966.61,2021-12-23
Mauritius,964.94,2021-12-23
Puerto Rico,962.77,2021-12-23
St. Vincent and the Grenadines,960.71,2021-12-23
Malta,958.95,2021-12-23
Guyana,958.87,2021-12-23
St. Lucia,953.45,2021-12-23
Montserrat,950.71,2021-12-23
Cuba,948.96,2021-12-23
Chad,935,2021-12-23
Moldova,928.35,2021-12-23
Macau,922.1,2021-12-23
Dominica,916.72,2021-12-23
Mongolia,916.68,2021-12-23
Bhutan,910.96,2021-12-23
Bangladesh,907.83,2021-12-23
Laos,904.6,2021-12-23
Brunei Darussalam,903.9,2021-12-23
São Tomé and Príncipe,903.31,2021-12-23
American Samoa,900.27,2021-12-23
Liechtenstein,899.52,2021-12-23
Djibouti,896.62,2021-12-23
Samoa,894.26,2021-12-23
Somalia,873.71,2021-12-23
Cayman Islands,873.64,2021-12-23
Timor-Leste,873.13,2021-12-23
Seychelles,870.63,2021-12-23
Pakistan,866.81,2021-12-23
Tonga,861.81,2021-12-23
Aruba,859.97,2021-12-23
Bahamas,858.5,2021-12-23
Eritrea,855.56,2021-12-23
Gibraltar,853.6,2021-12-23
Sri Lanka,842.93,2021-12-23
Turks and Caicos Islands,839.84,2021-12-23
Guam,838.33,2021-12-23
US Virgin Islands,816.13,2021-12-23
British Virgin Islands,812.94,2021-12-23
Anguilla,792.34,2021-12-23
San Marino,780.33,2021-12-23
